,exp1,exp2,exp3
AT1G01130,5.829553305,5.538544391,3.650140555
AT2G30630,3.353619769,5.699630322,5.219934536
AT3G29775,1.252865008,3.108297939,0.900279184
AT1G73160,7.96919903,7.449329958,6.579822862
AT5G57560,9.80009242,9.861247665,11.48003851
AT5G39670,9.959507095,9.640077016,9.739620694
AT5G17160,9.399383869,8.999684233,8.589709263
AT5G53320,9.020030807,9.038837053,7.529913357
AT3G54720,8.829969193,8.809322256,7.929759324
AT5G34460,4.729645725,4.500354275,4.959572559
AT2G21180,9.171247665,9.979930685,9.890323469
AT3G05460,3.427535477,1.829368466,1.010161734
AT3G20150,7.640354275,7.869437781,7.139707338
AT3G62260,8.929830564,8.821309278,10.52003851
AT2G10370,0.673619769,3.019437781,2.290036583
AT1G28590,5.80084718,6.348621407,4.559932611
AT4G07380,4.362171861,5.768151608,3.370129002
AT2G42760,10.91849048,9.939468587,9.249865221
AT4G15480,4.427088782,2.540831777,3.619732368
AT3G27800,3.666888539,1.650646937,2.490244527
AT5G06900,6.250107823,6.31882165,4.789913357
AT5G01440,1.162233474,2.610770164,3.609741995
AT3G30250,4.619768951,4.46910661,3.310475576
AT3G29690,4.941586537,5.968159309,3.580144406
AT2G32290,3.062341297,4.579830564,4.360221422
AT3G06420,9.709845967,9.610600728,10.39027148
AT5G52300,4.641571134,5.659260643,4.699713114
AT2G40990,5.466857733,3.430361977,3.899874848
AT3G43190,11.46909121,10.87933766,10.01983441
AT4G24700,5.247165798,3.410284961,3.780309991
AT5G11220,3.292865008,5.150177138,5.379996149
AT5G54620,0.303357913,2.478428866,0.440061613
AT1G78490,6.830246452,6.988297939,4.780248378
AT5G66740,1.26990758,1.21113214,2.680102047
AT5G37090,2.600154033,2.699722741,2.34042359
AT2G34110,2.232002425,3.529299151,2.620360051
AT4G30530,11.79984597,11.69982286,11.4696515
AT3G29420,3.643173074,5.698498181,3.749984597
AT1G09090,8.209892177,8.140130928,8.309595664
AT4G00970,3.40665749,1.241594239,3.309828639
AT5G54040,9.370862583,9.928914069,8.520462098
AT2G22160,2.041802183,3.20868302,1.500417814
AT1G64010,5.091879199,6.309160522,5.219736219
AT2G36030,2.792633959,4.499145118,3.390308065
AT2G30730,2.893619769,5.238929473,3.849917207
AT3G29375,7.248382657,6.199614918,5.699834415
AT2G02690,4.052772589,5.848313342,3.660042359
AT1G66160,8.679168223,8.139607217,7.629749697
AT2G16020,3.132479927,4.738136204,2.320211795
AT3G14190,9.200215646,9.339707338,8.959657277
ATMG00260,7.16995379,7.139414676,6.380460173
AT2G24210,3.636934749,1.649915282,1.540250303
AT5G59700,8.209044997,7.58962262,7.099757398
AT5G38320,3.341632747,4.398844755,2.899822862
AT1G25530,9.430138629,9.519707338,9.139661128
AT3G28600,4.281355488,5.15957641,4.609653426
AT5G14980,5.356950152,3.381347786,5.12971889
AT3G45950,2.421663553,3.498267132,1.250063538
AT3G05030,7.809984597,7.801239963,9.410048135
AT3G54250,9.15990758,9.09962262,8.609691935
AT5G20030,6.789984597,6.779630322,6.299686158
AT2G18610,3.693234687,5.788598302,3.970242602
AT4G18810,2.990400485,3.249584112,2.710429366
AT4G30460,8.951324681,9.810808672,10.86005199
AT4G15680,3.891324681,4.750993511,6.039961492
AT1G23010,8.139707338,7.948991086,6.639892177
AT1G51280,8.129784354,7.990284961,8.359580261
AT1G51840,8.909445482,8.549992298,8.540404336
AT5G21110,4.432202668,5.858120801,3.420232974
AT1G56030,3.721678957,4.809445482,4.089678457
AT2G31790,10.28979976,10.15969964,9.769682308
AT3G47840,5.87089339,6.449599515,5.929657277
AT4G25430,3.047057975,1.141447907,3.019707338
AT5G26615,1.149861371,1.059645725,0.600438993
AT4G19520,6.040107823,6.110693147,7.009534051
AT5G43580,10.95887556,10.2299769,10.19969001
AT3G11650,7.709922984,7.659591813,7.129699636
AT3G28840,4.501124439,5.230154033,5.429574485
AT2G28100,6.270492905,6.58882165,5.059886401
ATMG01330,1.548012978,0.26160194,2.340013478
AT3G47250,6.330400485,6.58886786,5.119876774
AT1G15040,5.03155573,6.038621407,4.24990373
AT3G06090,4.382957428,6.299422377,5.549738144
AT3G62750,4.890862583,5.448236326,3.160175212
AT1G49780,6.3009396,6.910107823,7.05030614
AT1G31350,7.33084718,7.880554518,8.600200243
AT1G26500,5.27,5.269091207,4.089832489
AT3G60140,9.250816373,9.778659915,8.039926834
AT3G18670,6.480385082,6.728991086,5.41983634
AT2G45550,7.681432504,8.609799757,8.349620694
AT3G12220,7.861355488,8.739460886,8.039678457
AT1G71290,4.390477501,4.699129715,3.569788205
AT1G55410,4.991586537,6.019476289,5.339674606
AT2G32220,8.450415888,8.719545604,8.129686158
AT2G21220,2.682942025,4.588359552,2.460258005
AT5G04500,3.363573559,5.679114312,4.53011745
AT3G04980,4.218967981,3.551070527,4.939549454
AT5G33370,3.341263068,4.160747059,5.130082793
AT1G35230,5.357720316,3.880908793,5.059649576
AT4G15200,4.948244027,3.809183627,2.750044284
AT2G18050,9.878952578,9.19919903,8.15990758
AT4G18720,5.449815161,5.328883263,3.879926834
AT2G22940,-0.456765313,1.6390604,0.42021372
AT1G73280,7.32919903,6.809614918,6.309749697
AT1G26210,4.626642087,2.450115525,2.600109748
AT3G24130,5.806719103,3.680777865,4.690192541
AT4G10040,10.30978435,10.17124766,11.79005969
AT1G03950,8.169861371,8.080038508,8.129616844
AT4G19980,8.460385082,8.709299151,7.799747771
AT4G29620,3.363650575,5.72877544,4.140005776
AT1G55450,9.520123226,9.59962262,9.109684233
AT1G58260,5.201232262,5.999037296,4.749782429
AT5G40750,1.042002425,2.340300364,2.730129002
AT2G17610,4.841725166,5.959476289,5.279676531
AT1G12240,9.769630322,9.52966883,9.099703487
AT5G23010,10.78053911,11.12996919,11.08960529
AT1G73120,8.858428866,7.840924196,9.039587963
AT2G27580,9.730600728,10.12112444,11.5800154
AT5G45850,3.44084718,3.98825943,1.73016366
AT4G08030,3.167057975,1.260177138,1.489897953
AT1G07745,4.951139842,5.688790843,4.119863296
AT5G10400,9.840431292,10.11960722,9.609674606
AT4G37800,9.878536689,8.929453184,8.219874848
AT4G14270,11.4109242,12.01077016,13.01011745
AT1G22410,12.02033887,12.23959952,11.71968038
ATMG00890,5.619799757,5.490177138,5.720358126
AT2G13270,1.152202668,2.580138629,2.760146331
AT1G29960,5.316303215,2.920831777,4.000063538
AT5G07850,1.980908793,2.570539114,3.270194466
AT1G66450,7.720169436,7.828721529,6.169961492
AT1G02490,4.287134992,2.430438993,2.99981131
AT2G43630,9.991093632,10.70084718,11.80006354
AT1G03430,9.459830564,9.349306853,8.449784354
AT3G60730,3.322572346,4.989368466,4.169722741
AT2G02640,2.972880412,4.83919903,3.799772802
AT5G66170,10.47946089,10.13036968,10.6103331
AT3G45540,5.379368466,4.97,4.969653426
AT5G10580,11.37976895,11.22934536,10.37977858
AT3G60720,7.220970406,7.850955003,9.090034657
AT5G04120,3.818798545,3.04080097,4.080256079
AT3G01500,5.37665749,3.211417101,5.049998075
AT1G44970,9.289322256,8.849884475,8.699680382
AT4G29330,10.0404929,10.36133238,12.08991143
AT2G01150,10.49157113,11.51103202,12.84983634
AT3G50160,4.82164815,5.888575197,4.039926834
AT1G49710,9.519984597,9.510985809,10.7901367
AT5G51580,4.311540327,5.30825943,3.050356201
AT1G27640,3.762587749,5.438282535,3.210077016
AT1G65390,5.107735719,3.63929145,2.720217571
AT3G52500,9.718659915,8.849768951,8.549767026
AT3G58450,4.697443057,3.041347786,4.790100121
AT2G18800,7.540446695,7.830223347,8.11957641
AT5G49700,5.202171861,6.6095302,6.000294588
AT1G57790,5.866595877,3.660369679,4.139980746
AT2G10500,3.073142267,5.108367253,2.990115525
AT3G48490,7.219799757,7.088744633,5.459998075
AT2G12610,1.342556943,2.998991086,1.689801683
AT3G30270,6.44164815,7.508205519,5.180136704
AT2G23860,5.239445482,4.879876774,4.719674606
AT2G10010,0.850785567,1.361247665,2.97990373
ATCG01060,8.293327106,10.4495302,9.840082793
AT5G42860,9.477674106,7.970277259,8.3297651
AT2G21680,5.536857733,3.501447907,5.380015403
AT3G26860,1.630107823,1.699399272,0.92044862
AT2G27840,10.87912201,10.30983827,10.09970734
AT4G21500,4.391386294,5.288220922,2.980333096
AT5G66620,6.040631534,6.451155245,7.949988448
AT4G34580,7.11750467,5.501794481,7.829761249
AT2G19580,10.09078557,10.60032347,11.02026186
AT2G19840,4.008244027,2.870184839,3.109715039
AT5G13230,4.181278471,5.009052699,3.779782429
AT4G09900,3.299445482,2.939314554,2.050456322
AT5G61190,7.721216858,8.51070855,9.43009627
AT2G45940,5.311386294,6.208236326,3.920130928
AT4G04420,1.832972831,3.758690722,2.059913357
AT1G61500,7.741139842,8.479337659,7.619715039
AT3G50730,3.253327106,5.409691935,5.01002118
AT4G15040,2.962218071,4.398182414,2.040161734
AT4G26200,6.98080097,7.50127077,9.149878699
AT1G60530,2.990955003,3.609268345,2.660427441
AT1G53260,5.45665749,3.291517222,5.259892177
AT1G50720,5.570107823,5.638374955,3.530252229
AT1G11660,9.340477501,9.650808672,10.70014826
AT2G36760,3.061771376,4.208282535,1.980350424
AT1G65810,5.919922984,5.868421165,3.820267632
AT4G08740,5.060385082,5.309830564,5.089638023
AT1G55430,7.539691935,7.338621407,5.550090494
AT4G39110,4.571016616,5.230161734,5.440279184
AT1G21300,3.223665978,5.598929473,4.210048135
AT3G23990,12.04010782,12.11107053,13.50009049
AT3G19480,5.066565071,2.840284961,3.210119375
AT1G52970,3.863496542,6.129383869,5.330059688
AT2G28570,8.881263068,9.700600728,10.48012708
AT1G62760,0.530523711,0.871447907,2.749728517
AT2G29150,4.851817586,6.028290237,3.810348499
AT4G07550,3.99155573,4.998251729,2.730342723
AT5G63580,6.12915282,5.578667617,3.850294588
AT4G07530,2.971586537,3.998382657,1.900383156
AT3G16960,3.43320388,5.509044997,4.269844042
AT4G23940,8.309861371,8.219676531,7.79969386
AT1G68730,4.483080654,6.479861371,6.300036583
AT1G09780,12.5004929,12.81956101,12.24968808
AT4G18180,4.90825943,3.77924524,2.800023105
AT3G42440,3.847566283,2.270993511,3.560202168
AT4G03050,5.437319831,3.700562219,4.430273408
AT2G38150,5.240924196,5.83924524,4.859745846
AT2G26000,6.660477501,6.970485203,7.600242602
AT2G07450,2.731524924,3.71910661,2.560404336
AT5G22880,9.780184839,9.899168223,8.819805534
AT1G36120,0.083065251,2.06872923,0.419915282
AT5G10830,10.05881395,9.2904698,9.899618769
AT4G20250,2.143404123,4.348767738,2.750171361
AT3G06020,8.459091207,7.869422377,7.119824788
AT4G14970,5.531032019,6.199614918,5.699663053
AT3G48120,7.279445482,6.919337659,6.059815161
AT1G05880,6.330662341,6.761139842,8.239580261
AT1G23140,8.099938387,8.059830564,7.839659203
AT5G05480,8.609984597,8.600716252,9.530215646
AT4G02910,4.930616131,5.329037296,4.079819012
AT5G11820,3.513373316,5.69882165,4.170179063
AT3G57210,2.711940812,3.968228624,1.670121301
AT1G73630,8.520231049,8.669044997,7.429842116
AT1G20450,11.82077016,12.32100891,13.63003081
AT2G03460,4.721078229,5.418798545,3.860437068
AT1G23590,3.640585324,4.019537902,3.420413963
AT5G35940,8.827381444,7.130947301,8.359699636
AT3G51590,5.121047422,5.798328745,3.630367753
AT1G15210,11.28060073,11.66956101,11.09968616
AT1G71760,4.209414676,3.829776653,3.539703487
AT4G23780,2.980616131,3.378952578,2.020450546
AT5G64570,9.859306853,9.409437781,8.679799757
AT5G50260,8.231910006,9.468197817,7.13028111
AT2G34490,8.138783142,7.349299151,6.43990758
AT1G14120,9.588937174,8.899761249,8.589747771
AT2G41470,5.587627896,4.051563432,6.079670755
AT4G17930,1.062834202,2.899792056,2.629713114
AT1G65510,6.611879199,7.830323469,8.250127077
AT5G50500,0.651894602,1.879160522,0.790367753
AT5G61160,1.669707338,1.480161734,1.690356201
AT4G39710,6.159892177,6.089792056,5.819670755
AT2G07505,3.837966768,2.521309278,4.220111674
AT4G26500,8.570154033,8.671024318,10.0000982
AT1G67440,7.540631534,7.950839478,9.040115525
AT1G48010,0.403265493,2.518875561,1.059901804
AT4G25990,3.020831777,3.558713827,1.889921058
AT5G07390,7.620184839,7.739299151,6.829770876
AT1G36430,4.082264281,5.548382657,3.45002118
AT3G42710,2.251524924,3.238960279,1.890410112
AT1G21860,2.271139842,3.009930685,2.920313842
AT1G02980,4.48070855,4.94037738,5.430248378
AT2G24460,0.941186052,1.709745846,1.380344648
AT3G42320,3.850877986,4.418282535,2.190325394
AT2G30690,2.921247665,3.730215646,4.010238751
AT1G10050,8.660246452,8.821124439,10.28004621
AT5G57910,9.209676531,9.001340085,10.74001155
ATMG01040,7.47084718,8.01962262,7.530387007
AT1G49000,4.917212008,3.110415888,3.649817086
AT1G73620,10.3904775,10.69989988,10.5696284
AT5G20935,0.643465736,2.888698424,1.200023105
AT5G05280,5.080723954,5.54882165,4.019888326
AT5G48750,5.000924196,5.598767738,3.999896028
AT2G17960,1.939645725,1.710454396,2.300298438
AT2G31850,2.001509521,2.97825943,0.72033117
AT2G32890,3.713404123,5.918813948,4.380159809
AT5G22920,10.67993839,10.6399846,10.61963417
AT4G19780,2.232865008,4.088505883,2.150265706
AT1G62740,10.78070855,11.2409473,12.47006161
AT1G55300,7.990955003,8.611085931,10.01995379
AT5G18840,9.019815161,8.898744633,7.270009627
AT2G36880,12.09003081,12.10987677,11.94964958
AT1G33811,4.332125651,5.709422377,4.960308065
AT5G66110,4.291894602,5.519638023,5.050296513
AT1G55760,8.410400485,8.668806247,7.119919133
AT1G75860,9.120308065,9.319976895,9.290360051
AT1G32960,5.530600728,5.91839806,3.840113599
AT1G30950,2.791355488,3.670677744,4.550077016
AT1G70040,3.797781929,2.361732868,4.609709263
AT1G51080,4.611216858,5.398475076,3.420005776
AT5G59200,0.921910006,2.159406974,1.390333096
AT1G55265,8.678983384,8.019260643,7.059897953
AT2G42360,6.538659915,5.669799757,5.409768951
AT4G00160,1.693080654,3.688798545,2.130238751
AT1G07790,9.960138629,10.0495071,9.409722741
AT5G29060,0.840600728,1.231393996,3.039768951
AT1G31550,4.95084718,5.498744633,3.869911431
AT3G21760,3.562649363,5.280354275,5.739909506
AT3G04540,3.672587749,5.348267132,3.10014248
AT1G48660,3.083111461,5.09990758,4.979984597
AT4G19370,9.429537902,9.129607217,8.619738144
AT3G12850,5.871124439,6.59924524,5.619745846
AT1G47360,3.657150395,1.811471012,3.719732368
AT3G51520,10.26936847,9.860947301,11.09018099
AT3G31350,4.561309278,5.408359552,3.280369679
AT2G16250,6.340246452,6.500600728,7.280223347
AT1G35143,1.522556943,3.179892177,3.040140555
AT1G29090,3.272680169,5.008890965,3.570298438
AT4G37840,2.439584112,2.170061613,2.250373529
AT4G32080,3.832510733,5.458582899,3.619942238
AT4G33990,5.1367037,3.000215646,3.280150182
AT3G42310,4.141370891,5.028359552,2.900367753
AT2G26530,10.28790516,8.931286173,10.59963225
AT5G16030,6.739014191,6.099830564,5.879728517
AT4G22670,11.20077016,11.70081637,12.76010205
AT5G20860,6.940077016,6.988744633,5.359980746
AT3G26590,9.340385082,9.589460886,8.889722741
AT1G30510,11.51996919,11.49969193,11.09969193
AT4G23250,4.653173074,6.708914069,5.30020987
AT1G52280,8.910077016,8.95962262,8.469701562
AT3G46530,5.959014191,5.318906368,3.900063538
AT5G56570,4.540385082,4.788567496,2.930036583
AT1G11220,4.651370891,5.539561007,4.969676531
AT1G08170,5.996457248,3.700623832,4.510015403
AT2G47450,6.970184839,7.090947301,8.32011745
AT4G35070,4.189738144,4.020261856,4.36033117
AT5G46115,5.641032019,6.309653426,5.859663053
AT2G10690,3.752587749,5.42962262,4.939707338
AT5G67070,9.840277259,10.01955331,9.439707338
AT1G59171,7.162094845,8.519229836,7.519747771
AT3G55500,5.321216858,6.109183627,5.049761249
AT2G26520,4.609676531,4.401494117,6.339612993
AT4G07610,0.56089339,1.139607217,0.629674606
AT3G21560,8.999353063,8.578698424,6.890136704
AT5G37330,2.951910006,4.188220922,1.880165585
AT2G30830,5.569353063,5.149853669,4.959697711
AT5G05420,4.308844755,3.558829351,2.040292662
AT1G76220,5.999630322,5.761124439,7.220100121
AT1G03180,7.270015403,7.280916495,8.47014248
AT5G05760,7.989938387,7.949460886,7.249749697
AT1G42250,3.422279684,4.898559794,3.030340797
AT5G62340,11.21064694,11.62993069,11.53962455
AT5G10680,3.089137417,2.529684233,2.120421665
AT1G71680,6.130585324,6.508390358,4.42035235
AT1G13610,5.97155573,6.979992298,6.970254154
AT1G66460,3.11004621,3.138459673,1.140319618
AT3G02330,4.07075476,4.5595302,3.95039856
AT2G30760,3.452556943,5.108598302,3.289944163
AT5G35920,4.750646937,5.169122014,4.029801683
AT1G54020,5.30089339,5.879322256,4.999738144
AT4G38060,10.86020024,10.99105512,12.36007124
AT2G20515,10.01984597,9.919676531,9.499705412
AT1G49250,4.103481139,6.358790843,4.790026956
AT3G57020,10.17705798,8.27080097,9.310196392
AT5G32590,3.662187264,5.079283748,4.149741995
AT2G30710,9.439630322,9.199614918,8.699734294
AT1G12150,5.507104185,3.631024318,4.959747771
AT5G09950,5.680508308,6.009260643,5.049770876
AT1G31490,6.277396847,4.591363189,6.359695785
AT1G79900,5.390600728,5.779229836,4.779774727
AT1G11850,2.123327106,4.278644512,2.520038508
AT3G57180,4.729691935,4.528736932,2.890044284
AT5G63180,2.823003638,4.769984597,4.749971119
AT3G27360,9.750169436,9.859445482,9.139741995
AT1G61290,3.809014191,3.169561007,2.599803608
AT4G33940,9.550400485,9.810670042,10.68018484
AT5G07570,7.829815161,7.709869072,7.540390858
AT3G20370,11.87909121,11.29007702,11.38967461
AT3G46660,2.999044997,2.381594239,4.449919133
AT5G52760,6.752926621,8.650146331,8.839830564
AT3G23650,0.2132963,2.349753548,2.029878699
AT5G01080,4.152649363,5.868336447,3.710109748
AT4G30390,8.830385082,9.081024318,10.41005969
AT1G67770,5.547042572,3.630015403,3.650229124
AT5G07480,5.171001213,5.81830564,3.620165585
AT3G16580,3.203034444,5.168528988,3.260030807
AT3G29670,0.991078229,1.68957641,1.140369679
AT3G62280,8.789738144,8.619684233,8.209713114
AT4G29450,3.773327106,5.929383869,5.130080867
AT5G15510,7.360138629,7.449507095,6.809730443
AT1G07260,8.589568708,8.309283748,7.379834415
AT1G80670,8.611571134,9.630107823,9.770219497
AT5G10230,8.158798545,7.380200243,7.639676531
AT3G26390,4.861771376,6.009206732,4.979755473
AT1G11330,7.631447907,8.568798545,7.009874848
AT1G51805,4.917766526,3.470323469,3.889763175
AT1G33750,9.209830564,9.099892177,8.959664979
AT4G08800,3.143234687,5.239822862,5.009894103
AT1G04520,8.659630322,8.419676531,7.999722741
AT3G54150,8.490955003,9.108829351,7.589884475
AT1G59780,6.801139842,7.538860158,6.059865221
AT5G27180,2.270030807,2.289160522,1.200442844
AT3G54240,2.62325009,4.729276046,3.789842116
AT5G56640,5.209753548,5.050231049,5.349612993
AT3G52110,8.140184839,8.259430079,7.519747771
AT4G29980,5.328490479,4.350631534,5.169636098
AT2G46860,3.327427654,1.659691935,1.260265706
AT4G08340,3.652264281,5.118475076,3.140321543
AT5G52320,6.009938387,5.969168223,4.889840191
AT2G31085,7.239845967,7.14009242,7.259630322
AT3G48950,4.380831777,4.918636811,3.150413963
AT2G04500,7.439707338,7.248921771,5.849955716
AT1G54470,4.070646937,4.488498181,2.540061613
AT1G65310,8.227581687,6.661717465,8.889793981
AT1G01750,8.767828139,7.36113214,8.829653426
AT3G09930,5.06089339,5.638374955,3.530121301
AT1G22110,5.500431292,5.781309278,7.479892177
AT1G42190,3.02338872,5.218790843,3.650115525
AT3G29791,2.700477501,3.011255367,4.639620694
AT5G61510,10.08990758,10.03116295,11.54005006
AT1G35555,3.067889752,1.701478714,3.619659203
AT4G18850,0.752002425,2.050731655,2.999855594
AT5G60780,5.861062826,6.548929473,5.159847893
AT4G03620,-0.056811523,2.009098909,0.840169436
AT3G60520,8.760015403,8.770808672,9.820169436
AT1G26990,5.690231049,5.838421165,3.790275333
AT5G47360,7.21009242,7.268459673,5.27021372
AT2G16060,11.80922984,11.30944548,10.58982094
AT5G55970,8.8109396,9.421124439,10.87990566
AT3G32960,4.397704913,2.911193753,4.459666904
AT1G26840,7.470770164,7.969114312,6.819805534
AT1G10230,8.300770164,8.800993511,10.09001348
AT3G05820,3.899476289,3.558644512,1.800190615
AT3G27473,6.920539114,7.268906368,5.849886401
AT3G27500,6.54089339,7.118706125,5.439940312
AT2G25600,4.947858945,3.559337659,2.700165585
AT1G52950,2.903481139,5.158983384,3.839990373
AT5G22630,11.29932226,10.85912972,9.729921058
AT3G27750,5.958043785,4.689329958,3.820075091
AT1G21230,6.240539114,6.588690722,4.88997497
AT5G40050,5.122680169,6.85835185,4.72014248
AT3G19085,4.921263068,5.738274834,3.500271483
AT1G14220,8.369491692,8.040161734,8.249639949
AT1G52070,12.08696556,10.12134008,11.86001925
AT2G16835,3.292587749,4.969175925,3.900267632
AT2G24400,6.169845967,6.069507095,5.429753548
AT1G31580,6.421062826,7.110677744,7.989584112
AT5G04010,2.122803395,3.940030807,3.979749697
AT3G20710,7.749276046,7.278706125,5.600204093
AT5G67160,8.43080097,8.948636811,7.179978821
AT2G37440,8.141463311,9.090646937,9.930051986
AT4G03370,3.252741782,5.028706125,3.349930685
AT1G71100,7.359137417,6.799699636,6.409761249
AT3G59430,6.700585324,7.080831777,8.160103972
AT5G07520,3.703434929,5.928875561,4.470011552
AT5G17220,5.390184839,5.508944876,4.139901804
AT3G16340,10.79979976,10.66949169,10.00976125
AT1G57943,5.590462098,5.888428866,3.850154033
AT5G15140,4.299091207,3.709915282,3.600388933
AT5G65890,4.648644512,3.769499394,3.119876774
AT5G28610,7.857781929,6.419561007,5.850019254
AT3G51720,9.890785567,10.39936847,9.57974007
AT1G76410,7.958967981,7.289614918,6.789801683
AT3G21470,5.938736932,5.120415888,5.659651501
AT5G60800,7.571001213,8.220600728,9.000134779
AT4G08970,2.883126864,4.909645725,4.449805534
AT2G43560,7.58004621,7.610354275,8.070284961
AT1G05740,4.2123567,5.73839806,3.660279184
AT3G61940,4.727443057,3.070662341,3.930238751
AT4G22050,5.00169436,6.09924524,5.119753548
AT3G63300,7.949568708,7.668898666,6.239992298
AT3G63370,2.370385082,2.621170649,4.139978821
AT3G29430,6.186934749,4.20080097,5.239824788
AT5G40070,4.591432504,5.518297939,3.310154033
AT2G21150,8.449691935,8.250207944,8.52033117
AT3G50300,9.67929145,9.219052699,7.989961492
AT2G30650,3.472110248,4.838783142,3.260346574
AT3G23290,8.009353063,7.5890604,6.369949939
AT2G07000,5.058983384,4.401309278,6.100055837
AT5G45600,9.779892177,9.709476289,9.029761249
AT1G42560,4.602479927,6.209129715,5.079799757
AT2G19250,3.368505883,2.399129715,1.270336947
AT5G60630,7.420107823,7.489114312,6.339851744
AT4G26540,6.131032019,6.798421165,4.750086643
AT2G45000,0.303219284,2.388860158,0.91016366
AT1G15550,10.5004929,10.8209242,12.02007509
AT4G14440,9.879214433,9.369314554,8.479870998
AT5G48880,9.418875561,8.689722741,8.329784354
AT1G03310,7.718582899,6.799738144,6.459813235
AT1G54480,6.157150395,4.310831777,5.390180988
AT2G36570,8.879614918,8.629422377,7.879797832
AT3G46900,9.170585324,9.549460886,8.85040241
AT1G62210,3.011340085,3.878290237,1.660184839
AT4G28250,10.55889096,9.839822862,9.609757398
AT4G15300,7.729861371,7.639884475,7.489672681
AT2G27690,8.14084718,8.688582899,6.850007702
AT2G48090,8.18080097,8.699044997,7.459830564
AT4G11300,7.960369679,8.198752335,6.579969193
AT2G22180,5.959861371,5.868582899,4.030152107
AT1G17230,6.50915282,5.95962262,5.469784354
AT1G43570,4.94155573,5.948790843,4.379886401
AT4G29540,6.209676531,5.999992298,5.989663053
AT3G16700,7.420908793,8.008975683,6.679847893
AT5G55680,3.271216858,4.061078229,5.459828639
AT2G33740,9.629799757,9.500539114,10.20025223
AT5G37080,3.800785567,4.309476289,3.62971889
AT3G53150,8.820215646,8.959037296,7.709870998
AT3G62180,3.537751122,2.081216858,3.659670755
AT3G12610,11.15933766,10.72956871,10.16978243
AT1G69190,3.423404123,5.628991086,4.320078942
AT3G44040,2.089738144,1.920284961,2.290311916
AT1G51990,2.963019041,4.918860158,3.439917207
AT3G01020,4.278428866,3.261039721,4.610167511
AT1G11770,3.732079442,5.078297939,2.870242602
AT2G33530,8.090061613,8.128906368,6.709934536
AT1G12740,8.039306853,7.591378593,9.379996149
AT2G22320,3.618028381,2.340015403,2.360346574
AT1G55390,7.599845967,7.498890965,6.059965343
AT1G05490,5.259476289,4.920030807,4.95966883
AT5G10130,10.12819782,8.960770164,9.959655352
AT2G18660,5.443419526,7.659075804,6.460059688
AT3G24954,4.498321044,3.410454396,3.999686158
AT5G61940,4.500477501,4.809853669,4.619655352
AT4G32450,7.880662341,8.309807459,8.060350424
AT3G22640,3.903173074,5.959537902,5.360059688
AT1G78030,3.751340085,4.619276046,3.679753548
AT3G49580,9.069322256,8.629437781,7.899822862
AT4G28670,3.121432504,4.048929473,2.659845967
AT1G02790,4.711894602,5.938297939,3.730154033
AT4G22510,1.623404123,3.828914069,2.420040434
AT1G53080,3.020616131,3.418675319,1.699986522
AT5G64800,3.082880412,4.949684233,4.540100121
AT1G64405,8.100246452,8.258837053,6.749948014
AT5G25750,2.232279684,3.709514797,3.080248378
AT4G31330,6.571971619,7.84830564,5.650148256
AT4G07750,5.467674106,3.961155245,5.460125152
AT1G05580,2.971386294,3.868559794,1.999990373
AT4G40020,5.05919903,4.539206732,3.509917207
AT3G04650,6.319445482,5.960061613,6.039666904
AT2G34190,7.921324681,8.778967981,7.439838266
AT1G48060,4.080184839,4.198467375,2.210242602
AT1G17420,2.55325009,4.658937174,3.279944163
AT1G33540,7.381771376,8.529098909,7.359795907
AT3G17190,0.411016616,1.069745846,0.740335021
AT5G19520,10.32023105,10.46989988,10.33965728
AT5G43180,11.16993839,11.12946089,10.42976703
AT5G05500,9.058120801,7.841632747,9.959911431
AT2G38600,8.569661128,8.351563432,10.37977088
AT3G55350,6.999630322,6.759360764,5.929819012
AT3G28590,5.359353063,4.93966883,4.510406261
AT3G13640,4.751817586,5.929391571,5.139730443
AT2G07510,1.419969193,1.400138629,1.58032732
AT4G22130,10.06926064,9.5895302,8.979803608
AT1G53270,7.189445482,6.829283748,5.899861371
AT5G27440,3.002033232,4.319792056,4.050223347
AT4G26290,3.222264281,4.689460886,3.989732368
AT4G29020,10.7118946,11.93968423,11.52968423
AT3G23890,9.290816373,9.819722741,9.459672681
AT3G50610,6.099322256,5.659122014,4.519936462
AT5G04030,3.522834202,5.358521286,3.440204093
AT3G12000,3.903173074,5.95962262,5.470019254
AT3G53080,1.683003638,3.628636811,1.86018869
AT4G34950,6.600415888,6.868667617,5.140013478
AT3G54570,2.41338872,4.609283748,3.679938387
AT2G10750,4.212572346,5.878390358,3.790194466
AT1G57820,9.400415888,9.670639236,10.50017521
AT5G13420,11.95961492,11.70971504,11.33972852
AT5G13130,2.832988235,4.768798545,3.209944163
AT5G04730,4.17164815,5.238690722,3.53992876
AT1G36810,4.38915282,3.838952578,2.480371604
AT1G48510,8.649584112,8.379306853,7.479842116
AT3G51760,3.748875561,3.019399272,2.24040241
AT2G40480,8.18995379,8.159753548,7.839699636
AT4G18090,4.752926621,6.648590601,4.820030807
AT4G01130,4.557720316,3.080261856,3.420300364
AT1G47485,3.502911218,5.389437781,4.660150182
AT1G31770,9.93924524,9.4495302,8.839807459
AT5G20390,4.720184839,4.839353063,3.999782429
AT1G72600,4.081663553,5.15830564,2.960254154
AT1G33813,2.952202668,4.378421165,2.33028111
AT3G43770,3.021478714,3.979422377,3.230344648
