Sample name	title	source name	organism	characteristics: Tissue	characteristics: Developmental Stage	characteristics: Ecotype	characteristics: Genotype	characteristics: Treatment	characteristics: Original series ID	characteristics: Replicate Group	molecule	label	platform
GSM39197	Reanalysis of GSM39197	RRE1_Chitin3	Arabidopsis thaliana	seedling	-	Col-0	mutant	"mutant, biotic"	GSE2169	GSE2169_2	total RNA	biotin	GPL198
GSM39198	Reanalysis of GSM39198	RRE1_Chitin4	Arabidopsis thaliana	seedling	-	Col-0	mutant	"mutant, biotic"	GSE2169	GSE2169_2	total RNA	biotin	GPL198
GSM39199	Reanalysis of GSM39199	Col_C1	Arabidopsis thaliana	seedling	-	Col-0	mutant	"mutant, biotic"	GSE2169	GSE2169_9	total RNA	biotin	GPL198
GSM39200	Reanalysis of GSM39200	Col_C2	Arabidopsis thaliana	seedling	-	Col-0	mutant	"mutant, biotic"	GSE2169	GSE2169_9	total RNA	biotin	GPL198
GSM39201	Reanalysis of GSM39201	Col_C3	Arabidopsis thaliana	seedling	-	Col-0	mutant	"mutant, biotic"	GSE2169	GSE2169_9	total RNA	biotin	GPL198
GSM39202	Reanalysis of GSM39202	Col_C4	Arabidopsis thaliana	seedling	-	Col-0	mutant	"mutant, biotic"	GSE2169	GSE2169_9	total RNA	biotin	GPL198
GSM39203	Reanalysis of GSM39203	Col_Chitin1	Arabidopsis thaliana	seedling	-	Col-0	mutant	"mutant, biotic"	GSE2169	GSE2169_10	total RNA	biotin	GPL198
GSM39204	Reanalysis of GSM39204	Col_Chitin2	Arabidopsis thaliana	seedling	-	Col-0	mutant	"mutant, biotic"	GSE2169	GSE2169_10	total RNA	biotin	GPL198
GSM39205	Reanalysis of GSM39205	Col_Chitin3	Arabidopsis thaliana	seedling	-	Col-0	mutant	"mutant, biotic"	GSE2169	GSE2169_10	total RNA	biotin	GPL198
GSM39206	Reanalysis of GSM39206	Col_Chitin4	Arabidopsis thaliana	seedling	-	Col-0	mutant	"mutant, biotic"	GSE2169	GSE2169_10	total RNA	biotin	GPL198
GSM39207	Reanalysis of GSM39207	RRE2_C1	Arabidopsis thaliana	seedling	-	Col-0	mutant	"mutant, biotic"	GSE2169	GSE2169_17	total RNA	biotin	GPL198
GSM39208	Reanalysis of GSM39208	RRE2_C2	Arabidopsis thaliana	seedling	-	Col-0	mutant	"mutant, biotic"	GSE2169	GSE2169_17	total RNA	biotin	GPL198
GSM39209	Reanalysis of GSM39209	RRE2_C3	Arabidopsis thaliana	seedling	-	Col-0	mutant	"mutant, biotic"	GSE2169	GSE2169_17	total RNA	biotin	GPL198
GSM39210	Reanalysis of GSM39210	RRE2_C4	Arabidopsis thaliana	seedling	-	Col-0	mutant	"mutant, biotic"	GSE2169	GSE2169_17	total RNA	biotin	GPL198
GSM39211	Reanalysis of GSM39211	RRE2_Chitin1	Arabidopsis thaliana	seedling	-	Col-0	mutant	"mutant, biotic"	GSE2169	GSE2169_18	total RNA	biotin	GPL198
GSM39212	Reanalysis of GSM39212	RRE2_Chitin2	Arabidopsis thaliana	seedling	-	Col-0	mutant	"mutant, biotic"	GSE2169	GSE2169_18	total RNA	biotin	GPL198
GSM39213	Reanalysis of GSM39213	RRE2_Chitin3	Arabidopsis thaliana	seedling	-	Col-0	mutant	"mutant, biotic"	GSE2169	GSE2169_18	total RNA	biotin	GPL198
GSM39214	Reanalysis of GSM39214	RRE2_Chitin4	Arabidopsis thaliana	seedling	-	Col-0	mutant	"mutant, biotic"	GSE2169	GSE2169_18	total RNA	biotin	GPL198
GSM542431	Reanalysis of GSM542431	Col-0 mock #1	Arabidopsis thaliana	seedling	1	Col-0	wild type	hormone	GSE21762	GSE21762_1	total RNA	biotin	GPL198
GSM542432	Reanalysis of GSM542432	Col-0 mock #2	Arabidopsis thaliana	seedling	1	Col-0	wild type	hormone	GSE21762	GSE21762_1	total RNA	biotin	GPL198
GSM542433	Reanalysis of GSM542433	coi1-2 mock #1	Arabidopsis thaliana	seedling	1	Col-0	mutant	hormone	GSE21762	GSE21762_3	total RNA	biotin	GPL198
GSM542434	Reanalysis of GSM542434	coi1-2 mock #2	Arabidopsis thaliana	seedling	1	Col-0	mutant	hormone	GSE21762	GSE21762_3	total RNA	biotin	GPL198
GSM542435	Reanalysis of GSM542435	ein3 eil1 mock #1	Arabidopsis thaliana	seedling	1	Col-0	mutant	hormone	GSE21762	GSE21762_5	total RNA	biotin	GPL198
GSM542436	Reanalysis of GSM542436	ein3 eil1 mock #2	Arabidopsis thaliana	seedling	1	Col-0	mutant	hormone	GSE21762	GSE21762_5	total RNA	biotin	GPL198
GSM542437	Reanalysis of GSM542437	Col-0 JA #1	Arabidopsis thaliana	seedling	1	Col-0	wild type	hormone	GSE21762	GSE21762_7	total RNA	biotin	GPL198
GSM542438	Reanalysis of GSM542438	Col-0 JA #2	Arabidopsis thaliana	seedling	1	Col-0	wild type	hormone	GSE21762	GSE21762_7	total RNA	biotin	GPL198
GSM542439	Reanalysis of GSM542439	coi1-2 JA #1	Arabidopsis thaliana	seedling	1	Col-0		hormone	GSE21762	GSE21762_9	total RNA	biotin	GPL198
GSM542440	Reanalysis of GSM542440	coi1-2 JA #2	Arabidopsis thaliana	seedling	1	Col-0		hormone	GSE21762	GSE21762_9	total RNA	biotin	GPL198
GSM542441	Reanalysis of GSM542441	ein3 eil1 JA #1	Arabidopsis thaliana	seedling	1	Col-0		hormone	GSE21762	GSE21762_11	total RNA	biotin	GPL198
GSM542442	Reanalysis of GSM542442	ein3 eil1 JA #2	Arabidopsis thaliana	seedling	1	Col-0		hormone	GSE21762	GSE21762_11	total RNA	biotin	GPL198
GSM542673	Reanalysis of GSM542673	control_4h-1	Arabidopsis thaliana	seedling	0.7	Col-0	wild type	mutant	GSE21786	GSE21786_1	total RNA	biotin	GPL198
GSM542674	Reanalysis of GSM542674	control_4h-2	Arabidopsis thaliana	seedling	0.7	Col-0	wild type	mutant	GSE21786	GSE21786_1	total RNA	biotin	GPL198
GSM542675	Reanalysis of GSM542675	control_4h-3	Arabidopsis thaliana	seedling	0.7	Col-0	wild type	mutant	GSE21786	GSE21786_1	total RNA	biotin	GPL198
GSM542676	Reanalysis of GSM542676	control_48h-1	Arabidopsis thaliana	seedling	0.7	Col-0	wild type	mutant	GSE21786	GSE21786_4	total RNA	biotin	GPL198
GSM542677	Reanalysis of GSM542677	control_48h-2	Arabidopsis thaliana	seedling	0.7	Col-0	wild type	mutant	GSE21786	GSE21786_4	total RNA	biotin	GPL198
GSM542678	Reanalysis of GSM542678	control_48h-3	Arabidopsis thaliana	seedling	0.7	Col-0	wild type	mutant	GSE21786	GSE21786_4	total RNA	biotin	GPL198
GSM542679	Reanalysis of GSM542679	FAMA_4h-1	Arabidopsis thaliana	seedling	0.7	Col-0	wild type	mutant	GSE21786	GSE21786_7	total RNA	biotin	GPL198
GSM542680	Reanalysis of GSM542680	FAMA_4h-2	Arabidopsis thaliana	seedling	0.7	Col-0	wild type	mutant	GSE21786	GSE21786_7	total RNA	biotin	GPL198
GSM542682	Reanalysis of GSM542682	FAMA_48h-1	Arabidopsis thaliana	seedling	1	Col-0	wild type	mutant	GSE21786	GSE21786_10	total RNA	biotin	GPL198
GSM542683	Reanalysis of GSM542683	FAMA_48h-2	Arabidopsis thaliana	seedling	1	Col-0	wild type	mutant	GSE21786	GSE21786_10	total RNA	biotin	GPL198
GSM542684	Reanalysis of GSM542684	FAMA_48h-3	Arabidopsis thaliana	seedling	1	Col-0	wild type	mutant	GSE21786	GSE21786_10	total RNA	biotin	GPL198
GSM542685	Reanalysis of GSM542685	FAMA-EAR-48h-1	Arabidopsis thaliana	seedling	1	Col-0	wild type	mutant	GSE21786	GSE21786_13	total RNA	biotin	GPL198
GSM542686	Reanalysis of GSM542686	FAMA-EAR-48h-2	Arabidopsis thaliana	seedling	1	Col-0	wild type	mutant	GSE21786	GSE21786_13	total RNA	biotin	GPL198
GSM542687	Reanalysis of GSM542687	FAMA-EAR-48h-3	Arabidopsis thaliana	seedling	1	Col-0	wild type	mutant	GSE21786	GSE21786_13	total RNA	biotin	GPL198
GSM543956	Reanalysis of GSM543956	ATH1_Col-0_meristematic zone_first biological rep	Arabidopsis thaliana	root	1	Col-0	wild type	mutant	GSE21876	GSE21876_1	total RNA	biotin	GPL198
GSM543958	Reanalysis of GSM543958	ATH1_Col-0_meristematic zone_second biological rep	Arabidopsis thaliana	root	1	Col-0	wild type	mutant	GSE21876	GSE21876_1	total RNA	biotin	GPL198
GSM543959	Reanalysis of GSM543959	ATH1_Col-0_elongation zone_second biological rep	Arabidopsis thaliana	root	1	Col-0	wild type	mutant	GSE21876	GSE21876_2	total RNA	biotin	GPL198
GSM543960	Reanalysis of GSM543960	ATH1_upb1-1_meristematic zone_first biological rep	Arabidopsis thaliana	root	1	Col-0	wild type	mutant	GSE21876	GSE21876_5	total RNA	biotin	GPL198
GSM543961	Reanalysis of GSM543961	ATH1_upb1-1_elongation zone_first biological rep	Arabidopsis thaliana	root	1	Col-0	wild type	mutant	GSE21876	GSE21876_6	total RNA	biotin	GPL198
GSM543962	Reanalysis of GSM543962	ATH1_upb1-1_meristematic zone_second biological rep	Arabidopsis thaliana	root	1	Col-0	wild type	mutant	GSE21876	GSE21876_5	total RNA	biotin	GPL198
GSM543963	Reanalysis of GSM543963	ATH1_upb1-1_elongation zone_second biological rep	Arabidopsis thaliana	root	1	Col-0	wild type	mutant	GSE21876	GSE21876_6	total RNA	biotin	GPL198
GSM545363	Reanalysis of GSM545363	colmut_3 with array type ATH1 from Affymetrix	Arabidopsis thaliana	leaf	-	Col-0	wild type	"mutant, biotic"	GSE21920	GSE21920_1	total RNA	biotin	GPL198
GSM545364	Reanalysis of GSM545364	colhop_2 with array type ATH1 from Affymetrix	Arabidopsis thaliana	leaf	-	Col-0	wild type	"mutant, biotic"	GSE21920	GSE21920_2	total RNA	biotin	GPL198
GSM545365	Reanalysis of GSM545365	ulp_1 with array type ATH1 from Affymetrix	Arabidopsis thaliana	leaf	-	Col-0	mutant	"mutant, biotic"	GSE21920	GSE21920_3	total RNA	biotin	GPL198
GSM545366	Reanalysis of GSM545366	colmock_3 with array type ATH1 from Affymetrix	Arabidopsis thaliana	leaf	-	Col-0	wild type	"mutant, biotic"	GSE21920	GSE21920_4	total RNA	biotin	GPL198
GSM545367	Reanalysis of GSM545367	colhop_1 with array type ATH1 from Affymetrix	Arabidopsis thaliana	leaf	-	Col-0	wild type	"mutant, biotic"	GSE21920	GSE21920_2	total RNA	biotin	GPL198
GSM545368	Reanalysis of GSM545368	colmut_2 with array type ATH1 from Affymetrix	Arabidopsis thaliana	leaf	-	Col-0	wild type	"mutant, biotic"	GSE21920	GSE21920_1	total RNA	biotin	GPL198
GSM545369	Reanalysis of GSM545369	ulpmock_3 with array type ATH1 from Affymetrix	Arabidopsis thaliana	leaf	-	Col-0	mutant	"mutant, biotic"	GSE21920	GSE21920_7	total RNA	biotin	GPL198
GSM545370	Reanalysis of GSM545370	ulp_2 with array type ATH1 from Affymetrix	Arabidopsis thaliana	leaf	-	Col-0	mutant	"mutant, biotic"	GSE21920	GSE21920_3	total RNA	biotin	GPL198
GSM545371	Reanalysis of GSM545371	ulp_3 with array type ATH1 from Affymetrix	Arabidopsis thaliana	leaf	-	Col-0	mutant	"mutant, biotic"	GSE21920	GSE21920_3	total RNA	biotin	GPL198
GSM545372	Reanalysis of GSM545372	colhop_3 with array type ATH1 from Affymetrix	Arabidopsis thaliana	leaf	-	Col-0	wild type	"mutant, biotic"	GSE21920	GSE21920_2	total RNA	biotin	GPL198
GSM545373	Reanalysis of GSM545373	ulpmock_1 with array type ATH1 from Affymetrix	Arabidopsis thaliana	leaf	-	Col-0	mutant	"mutant, biotic"	GSE21920	GSE21920_7	total RNA	biotin	GPL198
GSM545374	Reanalysis of GSM545374	ulpmock_2 with array type ATH1 from Affymetrix	Arabidopsis thaliana	leaf	-	Col-0	mutant	"mutant, biotic"	GSE21920	GSE21920_7	total RNA	biotin	GPL198
GSM545375	Reanalysis of GSM545375	colmut_1 with array type ATH1 from Affymetrix	Arabidopsis thaliana	leaf	-	Col-0	wild type	"mutant, biotic"	GSE21920	GSE21920_1	total RNA	biotin	GPL198
GSM545376	Reanalysis of GSM545376	col_1 with array type ATH1 from Affymetrix	Arabidopsis thaliana	leaf	-	Col-0	wild type	"mutant, biotic"	GSE21920	GSE21920_14	total RNA	biotin	GPL198
GSM545377	Reanalysis of GSM545377	col_2 with array type ATH1 from Affymetrix	Arabidopsis thaliana	leaf	-	Col-0	wild type	"mutant, biotic"	GSE21920	GSE21920_14	total RNA	biotin	GPL198
GSM545378	Reanalysis of GSM545378	col_3 with array type ATH1 from Affymetrix	Arabidopsis thaliana	leaf	-	Col-0	wild type	"mutant, biotic"	GSE21920	GSE21920_14	total RNA	biotin	GPL198
GSM545379	Reanalysis of GSM545379	colmock_1 with array type ATH1 from Affymetrix	Arabidopsis thaliana	leaf	-	Col-0	wild type	"mutant, biotic"	GSE21920	GSE21920_4	total RNA	biotin	GPL198
GSM545380	Reanalysis of GSM545380	colmock_2 with array type ATH1 from Affymetrix	Arabidopsis thaliana	leaf	-	Col-0	wild type	"mutant, biotic"	GSE21920	GSE21920_4	total RNA	biotin	GPL198
GSM545381	Reanalysis of GSM545381	ulppto_1 with array type ATH1 from Affymetrix	Arabidopsis thaliana	leaf	-	Col-0	mutant	"mutant, biotic"	GSE21920	GSE21920_19	total RNA	biotin	GPL198
GSM545382	Reanalysis of GSM545382	ulppto_2 with array type ATH1 from Affymetrix	Arabidopsis thaliana	leaf	-	Col-0	mutant	"mutant, biotic"	GSE21920	GSE21920_19	total RNA	biotin	GPL198
GSM545383	Reanalysis of GSM545383	ulppto_3 with array type ATH1 from Affymetrix	Arabidopsis thaliana	leaf	-	Col-0	mutant	"mutant, biotic"	GSE21920	GSE21920_19	total RNA	biotin	GPL198
GSM545384	Reanalysis of GSM545384	colptobis_2 with array type ATH1 from Affymetrix	Arabidopsis thaliana	leaf	-	Col-0	wild type	"mutant, biotic"	GSE21920	GSE21920_22	total RNA	biotin	GPL198
GSM545385	Reanalysis of GSM545385	colptobis_1 with array type ATH1 from Affymetrix	Arabidopsis thaliana	leaf	-	Col-0	wild type	"mutant, biotic"	GSE21920	GSE21920_22	total RNA	biotin	GPL198
GSM545386	Reanalysis of GSM545386	colptobis_3 with array type ATH1 from Affymetrix	Arabidopsis thaliana	leaf	-	Col-0	wild type	"mutant, biotic"	GSE21920	GSE21920_22	total RNA	biotin	GPL198
GSM546558	Reanalysis of GSM546558	Arab_Control_Root_OneDirect_BioRep1	Arabidopsis thaliana	root	1.09	Col-0	wild type	-	GSE21981	GSE21981_1	total RNA	biotin	GPL198
GSM546559	Reanalysis of GSM546559	Arab_Control_Root_OneDirect_BioRep2_TechRep1	Arabidopsis thaliana	root	1.09	Col-0	wild type	-	GSE21981	GSE21981_1	total RNA	biotin	GPL198
GSM546560	Reanalysis of GSM546560	Arab_Control_Root_OneDirect_BioRep2_TechRep2	Arabidopsis thaliana	root	1.09	Col-0	wild type	-	GSE21981	GSE21981_1	total RNA	biotin	GPL198
GSM546561	Reanalysis of GSM546561	Arab_Control_Root_OneDirect_BioRep2_TechRep3	Arabidopsis thaliana	root	1.09	Col-0	wild type	-	GSE21981	GSE21981_1	total RNA	biotin	GPL198
GSM546562	Reanalysis of GSM546562	Arab_Control_Root_OneDirect_BioRep3	Arabidopsis thaliana	root	1.09	Col-0	wild type	-	GSE21981	GSE21981_1	total RNA	biotin	GPL198
GSM546563	Reanalysis of GSM546563	Arab_GiantCell_Root_OneDirect_BioRep1_TechRep1	Arabidopsis thaliana	root	1.09	Col-0	wild type	-	GSE21981	GSE21981_6	total RNA	biotin	GPL198
GSM546564	Reanalysis of GSM546564	Arab_GiantCell_Root_OneDirect_BioRep1_TechRep2	Arabidopsis thaliana	root	1.09	Col-0	wild type	-	GSE21981	GSE21981_6	total RNA	biotin	GPL198
GSM546565	Reanalysis of GSM546565	Arab_GiantCell_Root_OneDirect_BioRep1_TechRep3	Arabidopsis thaliana	root	1.09	Col-0	wild type	-	GSE21981	GSE21981_6	total RNA	biotin	GPL198
GSM546566	Reanalysis of GSM546566	Arab_GiantCell_Root_OneDirect_BioRep2	Arabidopsis thaliana	root	1.09	Col-0	wild type	-	GSE21981	GSE21981_6	total RNA	biotin	GPL198
GSM546567	Reanalysis of GSM546567	Arab_GiantCell_Root_OneDirect_BioRep3	Arabidopsis thaliana	root	1.09	Col-0	wild type	-	GSE21981	GSE21981_6	total RNA	biotin	GPL198
GSM546568	Reanalysis of GSM546568	Arab_Control_Root_Pico_BioRep1	Arabidopsis thaliana	root	1.09	Col-0	wild type	-	GSE21981	GSE21981_11	total RNA	biotin	GPL198
GSM546569	Reanalysis of GSM546569	Arab_Control_Root_Pico_BioRep2_TechRep1	Arabidopsis thaliana	root	1.09	Col-0	wild type	-	GSE21981	GSE21981_11	total RNA	biotin	GPL198
GSM546570	Reanalysis of GSM546570	Arab_Control_Root_Pico_BioRep2_TechRep2	Arabidopsis thaliana	root	1.09	Col-0	wild type	-	GSE21981	GSE21981_11	total RNA	biotin	GPL198
GSM546571	Reanalysis of GSM546571	Arab_Control_Root_Pico_BioRep2_TechRep3	Arabidopsis thaliana	root	1.09	Col-0	wild type	-	GSE21981	GSE21981_11	total RNA	biotin	GPL198
GSM546572	Reanalysis of GSM546572	Arab_Control_Root_Pico_BioRep3	Arabidopsis thaliana	root	1.09	Col-0	wild type	-	GSE21981	GSE21981_11	total RNA	biotin	GPL198
GSM546573	Reanalysis of GSM546573	Arab_GiantCell_Root_Pico_BioRep1_TechRep1	Arabidopsis thaliana	root	1.09	Col-0	wild type		GSE21981	GSE21981_16	total RNA	biotin	GPL198
GSM546574	Reanalysis of GSM546574	Arab_GiantCell_Root_Pico_BioRep1_TechRep2	Arabidopsis thaliana	root	1.09	Col-0	wild type		GSE21981	GSE21981_16	total RNA	biotin	GPL198
GSM546575	Reanalysis of GSM546575	Arab_GiantCell_Root_Pico_BioRep1_TechRep3	Arabidopsis thaliana	root	1.09	Col-0	wild type		GSE21981	GSE21981_16	total RNA	biotin	GPL198
GSM546576	Reanalysis of GSM546576	Arab_GiantCell_Root_Pico_BioRep2	Arabidopsis thaliana	root	1.09	Col-0	wild type		GSE21981	GSE21981_16	total RNA	biotin	GPL198
GSM546577	Reanalysis of GSM546577	Arab_GiantCell_Root_Pico_BioRep3	Arabidopsis thaliana	root	1.09	Col-0	wild type		GSE21981	GSE21981_16	total RNA	biotin	GPL198
GSM566474	Reanalysis of GSM566474	WT mock treated  biological rep 2	Arabidopsis thaliana	seedling	-	Col-0	wild type	mutant	GSE22942	GSE22942_1	total RNA	biotin	GPL198
GSM566475	Reanalysis of GSM566475	WT mock treated  biological rep 3	Arabidopsis thaliana	seedling	-	Col-0	wild type	mutant	GSE22942	GSE22942_1	total RNA	biotin	GPL198
GSM566477	Reanalysis of GSM566477	WT SA treated  biological rep 2	Arabidopsis thaliana	seedling	-	Col-0	wild type	mutant	GSE22942	GSE22942_4	total RNA	biotin	GPL198
GSM566478	Reanalysis of GSM566478	WT SA treated  biological rep 3	Arabidopsis thaliana	seedling	-	Col-0	wild type	mutant	GSE22942	GSE22942_4	total RNA	biotin	GPL198
GSM566479	Reanalysis of GSM566479	dsr1 mock treated  biological rep 1	Arabidopsis thaliana	seedling	-	Col-0	mutant	mutant	GSE22942	GSE22942_7	total RNA	biotin	GPL198
GSM566481	Reanalysis of GSM566481	dsr1 mock treated  biological rep 3	Arabidopsis thaliana	seedling	-	Col-0	mutant	mutant	GSE22942	GSE22942_7	total RNA	biotin	GPL198
GSM566561	Reanalysis of GSM566561	"Starch sheath at 2 days NAA treatment, biological rep2"	Arabidopsis thaliana	stem	-		wild type	hormone	GSE22947	GSE22947_7	total RNA	biotin	GPL198
GSM566562	Reanalysis of GSM566562	"Starch sheath at 2 days NAA treatment, biological rep3"	Arabidopsis thaliana	stem	-		wild type	hormone	GSE22947	GSE22947_7	total RNA	biotin	GPL198
GSM566565	Reanalysis of GSM566565	"Stem tissue at 2 days NAA treatment, biological rep3"	Arabidopsis thaliana	stem	-		wild type	hormone	GSE22947	GSE22947_10	total RNA	biotin	GPL198
GSM566570	Reanalysis of GSM566570	"Cambium at 5 days NAA treatment, biological rep2"	Arabidopsis thaliana	stem	-		wild type	hormone	GSE22947	GSE22947_16	total RNA	biotin	GPL198
GSM566576	Reanalysis of GSM566576	"Starch sheath at 5 days MS incubation, biological rep2"	Arabidopsis thaliana	stem	-		wild type	hormone	GSE22947	GSE22947_22	total RNA	biotin	GPL198
GSM566614	Reanalysis of GSM566614	WT_UV1_rep1_SK24_sample183	Arabidopsis thaliana	aerial	1.05	Col-0	wild type	"abiotic stress, mutant"	GSE22951	GSE22951_1	total RNA	biotin	GPL198
GSM566615	Reanalysis of GSM566615	WT_UV1_rep2_SK25_sample185	Arabidopsis thaliana	aerial	1.05	Col-0	wild type	"abiotic stress, mutant"	GSE22951	GSE22951_1	total RNA	biotin	GPL198
GSM566616	Reanalysis of GSM566616	WT_UV1_rep3_SK26_sample188	Arabidopsis thaliana	aerial	1.05	Col-0	wild type	"abiotic stress, mutant"	GSE22951	GSE22951_1	total RNA	biotin	GPL198
GSM566617	Reanalysis of GSM566617	tt4_UV1_rep1_SK27_sample191	Arabidopsis thaliana	aerial	1.05	Col-0	mutant	"abiotic stress, mutant"	GSE22951	GSE22951_2	total RNA	biotin	GPL198
GSM566618	Reanalysis of GSM566618	tt4_UV1_rep2_SK28_sample195	Arabidopsis thaliana	aerial	1.05	Col-0	mutant	"abiotic stress, mutant"	GSE22951	GSE22951_2	total RNA	biotin	GPL198
GSM566619	Reanalysis of GSM566619	tt4_UV1_rep3_SK29_sample197	Arabidopsis thaliana	aerial	1.05	Col-0	mutant	"abiotic stress, mutant"	GSE22951	GSE22951_2	total RNA	biotin	GPL198
GSM566620	Reanalysis of GSM566620	sng1_UV1_rep1_SK30_sample207	Arabidopsis thaliana	aerial	1.05	Col-0	mutant	"abiotic stress, mutant"	GSE22951	GSE22951_3	total RNA	biotin	GPL198
GSM566621	Reanalysis of GSM566621	sng1_UV1_rep2_SK31_sample211	Arabidopsis thaliana	aerial	1.05	Col-0	mutant	"abiotic stress, mutant"	GSE22951	GSE22951_3	total RNA	biotin	GPL198
GSM566622	Reanalysis of GSM566622	sng1_UV1_rep3_SK32_sample213	Arabidopsis thaliana	aerial	1.05	Col-0	mutant	"abiotic stress, mutant"	GSE22951	GSE22951_3	total RNA	biotin	GPL198
GSM566623	Reanalysis of GSM566623	WT_CO1_rep1_SK33_sample218	Arabidopsis thaliana	aerial	1.05	Col-0	wild type	"abiotic stress, mutant"	GSE22951	GSE22951_4	total RNA	biotin	GPL198
GSM566624	Reanalysis of GSM566624	WT_CO1_rep2_SK34_sample220	Arabidopsis thaliana	aerial	1.05	Col-0	wild type	"abiotic stress, mutant"	GSE22951	GSE22951_4	total RNA	biotin	GPL198
GSM566625	Reanalysis of GSM566625	WT_CO1_rep3_SK35_sample224	Arabidopsis thaliana	aerial	1.05	Col-0	wild type	"abiotic stress, mutant"	GSE22951	GSE22951_4	total RNA	biotin	GPL198
GSM566626	Reanalysis of GSM566626	tt4_CO1_rep1_SK36_sample226	Arabidopsis thaliana	aerial	1.05	Col-0	mutant	"abiotic stress, mutant"	GSE22951	GSE22951_5	total RNA	biotin	GPL198
GSM566627	Reanalysis of GSM566627	tt4_CO1_rep2_SK37_sample228	Arabidopsis thaliana	aerial	1.05	Col-0	mutant	"abiotic stress, mutant"	GSE22951	GSE22951_5	total RNA	biotin	GPL198
GSM566628	Reanalysis of GSM566628	tt4_CO1_rep3_SK38_sample233	Arabidopsis thaliana	aerial	1.05	Col-0	mutant	"abiotic stress, mutant"	GSE22951	GSE22951_5	total RNA	biotin	GPL198
GSM566629	Reanalysis of GSM566629	sng1_CO1_rep1_SK39_sample242	Arabidopsis thaliana	aerial	1.05	Col-0	mutant	"abiotic stress, mutant"	GSE22951	GSE22951_6	total RNA	biotin	GPL198
GSM566630	Reanalysis of GSM566630	sng1_CO1_rep2_SK40_sample244	Arabidopsis thaliana	aerial	1.05	Col-0	mutant	"abiotic stress, mutant"	GSE22951	GSE22951_6	total RNA	biotin	GPL198
GSM566631	Reanalysis of GSM566631	sng1_CO1_rep3_SK41_sample246	Arabidopsis thaliana	aerial	1.05	Col-0	mutant	"abiotic stress, mutant"	GSE22951	GSE22951_6	total RNA	biotin	GPL198
GSM566859	Reanalysis of GSM566859	Control KNO3 roots - 2hours - repeat 2	Arabidopsis thaliana	root	-	Col-0	wild type	abiotic stress	GSE22966	GSE22966_1	total RNA	biotin	GPL198
GSM566860	Reanalysis of GSM566860	Control KNO3 roots - 2hours - repeat 3	Arabidopsis thaliana	root	-	Col-0	wild type	abiotic stress	GSE22966	GSE22966_1	total RNA	biotin	GPL198
GSM566861	Reanalysis of GSM566861	Split KNO3 roots - 2hours - repeat 1	Arabidopsis thaliana	root	-	Col-0	wild type	abiotic stress	GSE22966	GSE22966_4	total RNA	biotin	GPL198
GSM566862	Reanalysis of GSM566862	Split KNO3 roots - 2hours - repeat 2	Arabidopsis thaliana	root	-	Col-0	wild type	abiotic stress	GSE22966	GSE22966_4	total RNA	biotin	GPL198
GSM566863	Reanalysis of GSM566863	Split KNO3 roots - 2hours - repeat 3	Arabidopsis thaliana	root	-	Col-0	wild type	abiotic stress	GSE22966	GSE22966_4	total RNA	biotin	GPL198
GSM566864	Reanalysis of GSM566864	Control KCl roots - 2hours - repeat 1	Arabidopsis thaliana	root	-	Col-0	wild type	abiotic stress	GSE22966	GSE22966_7	total RNA	biotin	GPL198
